loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,zip_code,addr_state,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
8000,36 months,2 years,RENT,62000,Source Verified,950xx,CA,1,0,5,0,4811,20%,8,Fully Paid
2000,36 months,8 years,MORTGAGE,44000,Not Verified,640xx,MO,0,1,8,0,4326,34.90%,19,Fully Paid
11700,36 months,10+ years,MORTGAGE,55000,Source Verified,630xx,MO,0,1,13,0,26769,47.80%,26,Fully Paid
9000,36 months,3 years,MORTGAGE,75000,Source Verified,852xx,AZ,0,0,10,0,999,2.20%,33,Fully Paid
12000,36 months,10+ years,MORTGAGE,95000,Not Verified,480xx,MI,0,3,16,0,51079,7.10%,57,Fully Paid
4000,36 months,3 years,RENT,52000,Not Verified,105xx,NY,0,1,10,0,10649,93.50%,21,Fully Paid
5500,36 months,< 1 year,RENT,33000,Not Verified,912xx,CA,0,0,34,0,4474,34.20%,61,Fully Paid
18000,36 months,2 years,MORTGAGE,68000,Verified,711xx,LA,0,1,6,0,1111,7.10%,11,Fully Paid
12000,60 months,1 year,MORTGAGE,36000,Source Verified,302xx,GA,0,3,8,1,5049,78.90%,17,Fully Paid
8000,36 months,4 years,RENT,43300,Not Verified,088xx,NJ,0,0,7,0,8596,39.80%,10,Fully Paid
25000,60 months,10+ years,MORTGAGE,60000,Verified,923xx,CA,0,0,10,0,35925,50%,17,Charged Off
6500,36 months,3 years,MORTGAGE,97192,Not Verified,995xx,AK,0,1,18,0,30300,45.20%,35,Fully Paid
6000,36 months,5 years,RENT,90000,Source Verified,900xx,CA,0,1,2,0,14995,96.70%,16,Charged Off
13000,36 months,10+ years,MORTGAGE,78000,Source Verified,925xx,CA,0,1,7,0,13099,48.70%,24,Fully Paid
15000,36 months,3 years,MORTGAGE,47000,Source Verified,997xx,AK,0,0,10,0,4175,17%,26,Fully Paid
6550,36 months,4 years,MORTGAGE,62000,Not Verified,606xx,IL,0,0,13,0,17922,67.10%,55,Fully Paid
5800,36 months,5 years,RENT,73000,Source Verified,104xx,NY,0,1,17,0,23264,42.10%,30,Fully Paid
10000,36 months,10+ years,RENT,38004,Source Verified,913xx,CA,0,0,11,0,13443,89%,30,Fully Paid
4200,60 months,6 years,MORTGAGE,65000,Source Verified,805xx,CO,0,3,10,0,2125,29.90%,35,Fully Paid
20000,60 months,5 years,RENT,43000,Verified,922xx,CA,0,1,7,0,17700,39.30%,12,Charged Off
10000,36 months,3 years,RENT,26400,Not Verified,778xx,TX,0,0,6,0,12832,37.30%,19,Fully Paid
12000,60 months,6 years,RENT,30694,Not Verified,296xx,SC,0,0,4,0,7310,63%,11,Fully Paid
5000,60 months,3 years,RENT,38000,Source Verified,288xx,NC,1,0,9,0,0,0%,27,Fully Paid
8875,36 months,1 year,RENT,23000,Source Verified,921xx,CA,2,1,6,0,451,5.90%,17,Charged Off
8000,36 months,1 year,RENT,60000,Not Verified,190xx,PA,0,1,5,0,7081,72.30%,12,Fully Paid
14400,36 months,3 years,MORTGAGE,85000,Source Verified,549xx,WI,1,1,12,0,11517,94.40%,23,Charged Off
7000,36 months,n/a,OWN,46932,Verified,811xx,CO,0,3,9,0,21681,57.50%,22,Charged Off
16725,36 months,5 years,MORTGAGE,69638.4,Verified,740xx,OK,0,0,11,0,12422,54.20%,20,Fully Paid
20000,36 months,< 1 year,MORTGAGE,120000,Source Verified,902xx,CA,0,1,12,0,27359,29.90%,26,Fully Paid
9000,60 months,6 years,OWN,43000,Not Verified,484xx,MI,0,2,12,0,1035,3.40%,41,Fully Paid
25000,36 months,5 years,RENT,53000,Verified,063xx,CT,0,3,8,0,16534,33.70%,18,Fully Paid
10000,60 months,8 years,OWN,40000,Source Verified,766xx,TX,0,3,14,0,3201,34.10%,17,Fully Paid
7000,36 months,< 1 year,RENT,26280,Verified,200xx,DC,0,1,3,0,7912,90.90%,6,Fully Paid
6000,60 months,2 years,RENT,52000,Not Verified,917xx,CA,0,0,14,0,4252,83.40%,39,Fully Paid
6000,36 months,1 year,OWN,47000,Verified,801xx,CO,0,2,12,0,4163,39.30%,23,Fully Paid
12000,36 months,8 years,RENT,40000,Verified,625xx,IL,0,3,9,0,4473,68.80%,15,Fully Paid
8000,60 months,10+ years,MORTGAGE,48000,Not Verified,486xx,MI,0,1,12,0,25827,52.30%,58,Fully Paid
25000,36 months,10+ years,MORTGAGE,150000,Verified,275xx,NC,0,1,18,0,76124,43.50%,37,Fully Paid
9000,36 months,10+ years,RENT,37000,Verified,946xx,CA,0,1,5,0,18199,49.50%,17,Fully Paid
5000,36 months,< 1 year,RENT,54996,Verified,945xx,CA,0,0,2,0,391,97.70%,12,Charged Off
9600,36 months,8 years,OWN,65000,Verified,104xx,NY,1,1,21,0,16278,52.90%,43,Fully Paid
12000,60 months,6 years,MORTGAGE,119600,Not Verified,325xx,FL,1,0,10,0,56800,31.50%,14,Fully Paid
3250,36 months,7 years,MORTGAGE,32000,Source Verified,597xx,MT,0,1,8,0,6793,67.60%,17,Charged Off
20000,36 months,5 years,OWN,90000,Verified,413xx,KY,3,0,9,1,4131,68.80%,21,Fully Paid
14675,36 months,4 years,MORTGAGE,52000,Not Verified,606xx,IL,0,1,16,0,48160,83.50%,26,Fully Paid
4200,36 months,< 1 year,RENT,14400,Source Verified,221xx,VA,0,1,5,0,4019,69.20%,10,Fully Paid
15000,60 months,3 years,OWN,87282,Verified,352xx,AL,0,1,5,0,30780,96.80%,9,Fully Paid
13225,36 months,3 years,MORTGAGE,64000,Verified,980xx,WA,0,2,14,0,18492,34.20%,26,Fully Paid
2250,60 months,2 years,RENT,8000,Source Verified,601xx,IL,0,2,5,0,2809,7.30%,8,Charged Off
7200,36 months,3 years,MORTGAGE,64000,Source Verified,352xx,AL,0,1,15,0,14937,17.90%,24,Fully Paid
20000,36 months,10+ years,RENT,54000,Verified,954xx,CA,0,0,10,0,17034,85.40%,21,Fully Paid
6400,36 months,2 years,RENT,30000,Source Verified,950xx,CA,0,1,7,0,8782,29.80%,11,Fully Paid
10000,36 months,4 years,MORTGAGE,114000,Verified,282xx,NC,1,1,10,0,16121,33.70%,26,Fully Paid
15000,36 months,5 years,MORTGAGE,80000,Verified,972xx,OR,0,2,8,0,1073,8%,13,Fully Paid
3700,36 months,10+ years,MORTGAGE,117000,Verified,134xx,NY,1,1,9,0,19382,85.80%,24,Fully Paid
3000,36 months,10+ years,RENT,21000,Source Verified,441xx,OH,0,1,2,0,275,91.70%,10,Fully Paid
10000,60 months,4 years,RENT,30000,Source Verified,341xx,FL,0,1,4,0,2629,84.80%,15,Fully Paid
7500,60 months,2 years,RENT,21840,Source Verified,120xx,NY,0,2,13,0,4409,17.90%,17,Fully Paid
2500,36 months,< 1 year,RENT,20640,Verified,020xx,MA,0,3,6,0,4260,78.90%,22,Fully Paid
15000,60 months,2 years,RENT,36000,Source Verified,290xx,SC,1,0,7,0,12407,84%,12,Charged Off
25000,36 months,10+ years,OWN,55000,Verified,750xx,TX,0,0,12,0,27886,30.20%,41,Charged Off
6000,36 months,5 years,MORTGAGE,44004,Source Verified,785xx,TX,2,3,11,0,1618,50.60%,33,Fully Paid
9200,60 months,< 1 year,RENT,50000,Verified,303xx,GA,0,0,20,0,5272,41.20%,38,Charged Off
12750,60 months,7 years,MORTGAGE,60000,Verified,800xx,CO,0,1,11,0,23194,68%,23,Fully Paid
20000,36 months,8 years,MORTGAGE,170000,Source Verified,117xx,NY,0,3,8,0,72665,94.30%,19,Fully Paid
18000,36 months,10+ years,MORTGAGE,120000,Verified,190xx,PA,0,0,14,0,14126,61.20%,33,Fully Paid
17000,36 months,9 years,MORTGAGE,95000,Source Verified,770xx,TX,0,1,14,0,11922,47.80%,23,Fully Paid
25000,60 months,10+ years,MORTGAGE,92000,Verified,454xx,OH,0,0,16,0,70445,57.60%,38,Fully Paid
22000,60 months,5 years,RENT,50000,Verified,941xx,CA,0,0,8,0,9282,69.30%,21,Charged Off
10000,60 months,10+ years,OWN,65000,Not Verified,231xx,VA,2,1,17,0,7206,34.80%,22,Fully Paid
25000,36 months,< 1 year,RENT,53000,Verified,282xx,NC,0,1,7,0,22835,71.80%,11,Fully Paid
15000,36 months,2 years,RENT,72000,Verified,220xx,VA,1,1,7,0,3199,58.20%,29,Fully Paid
1400,60 months,2 years,RENT,29500,Verified,871xx,NM,0,1,4,1,6502,56.50%,12,Fully Paid
10000,60 months,6 years,RENT,42000,Source Verified,104xx,NY,0,1,11,0,3996,27%,17,Fully Paid
8375,60 months,9 years,MORTGAGE,33120,Not Verified,925xx,CA,0,2,10,0,7864,27.90%,16,Fully Paid
20000,36 months,< 1 year,MORTGAGE,83000,Verified,301xx,GA,0,0,13,0,17475,49.90%,32,Fully Paid
6400,36 months,< 1 year,RENT,42000,Not Verified,920xx,CA,0,0,8,0,8106,17.10%,12,Fully Paid
10000,36 months,5 years,RENT,32000,Source Verified,852xx,AZ,0,0,5,0,8258,45.40%,11,Fully Paid
6000,60 months,5 years,MORTGAGE,90000,Source Verified,992xx,WA,0,3,13,1,2750,11.30%,39,Fully Paid
12000,36 months,2 years,RENT,60000,Source Verified,852xx,AZ,1,0,7,0,15917,84.20%,21,Fully Paid
13000,60 months,4 years,RENT,58000,Verified,100xx,NY,0,1,11,0,13207,52.80%,25,Fully Paid
20000,36 months,n/a,MORTGAGE,56533,Verified,945xx,CA,0,2,11,0,21178,34.60%,42,Fully Paid
18000,36 months,5 years,MORTGAGE,57000,Verified,437xx,OH,0,0,11,0,12669,69.60%,24,Fully Paid
9600,60 months,3 years,RENT,65000,Source Verified,914xx,CA,0,0,2,0,358,1.70%,4,Charged Off
10000,36 months,5 years,RENT,29000,Source Verified,936xx,CA,0,1,11,0,8868,48.70%,29,Fully Paid
12000,60 months,< 1 year,RENT,39900,Verified,597xx,MT,0,0,5,0,9814,98.10%,16,Fully Paid
10000,60 months,4 years,RENT,36000,Source Verified,185xx,PA,1,2,4,0,587,32.60%,8,Fully Paid
25000,36 months,9 years,MORTGAGE,150000,Verified,338xx,FL,0,0,8,0,16857,21.70%,29,Fully Paid
12000,60 months,4 years,RENT,80000,Source Verified,112xx,NY,0,0,7,0,7688,87.40%,24,Fully Paid
6625,60 months,n/a,MORTGAGE,17946,Not Verified,496xx,MI,0,1,8,0,7968,42.80%,22,Fully Paid
4000,36 months,n/a,RENT,34800,Verified,662xx,KS,0,1,13,0,1869,2.70%,30,Fully Paid
25000,36 months,8 years,MORTGAGE,174996,Verified,662xx,KS,0,1,24,1,7458,13.70%,50,Fully Paid
8000,36 months,< 1 year,RENT,30996,Source Verified,708xx,LA,0,0,10,0,9387,48.60%,19,Fully Paid
17050,60 months,n/a,MORTGAGE,55000,Verified,232xx,VA,0,2,7,0,33350,89.90%,35,Charged Off
3600,36 months,4 years,MORTGAGE,65000,Not Verified,305xx,GA,0,0,10,0,31785,69.90%,24,Fully Paid
8000,36 months,6 years,RENT,51996,Not Verified,200xx,DC,0,0,6,0,9202,52.60%,8,Fully Paid
8000,36 months,10+ years,MORTGAGE,35000,Source Verified,993xx,WA,1,0,8,1,3336,39.70%,24,Fully Paid
2400,36 months,< 1 year,RENT,16428,Verified,919xx,CA,0,0,7,0,2793,41.70%,9,Fully Paid
20000,60 months,2 years,MORTGAGE,105000,Source Verified,333xx,FL,0,0,12,0,1209,8.20%,28,Fully Paid
13000,60 months,2 years,RENT,84032,Source Verified,222xx,VA,0,0,8,0,7659,67.10%,12,Fully Paid
20000,36 months,4 years,MORTGAGE,98000,Verified,945xx,CA,0,1,12,0,18259,59.10%,26,Charged Off
7000,36 months,4 years,RENT,56000,Source Verified,068xx,CT,0,1,4,0,10617,40.20%,6,Fully Paid
12000,36 months,6 years,RENT,33280,Source Verified,109xx,NY,0,1,7,0,15912,52.50%,13,Fully Paid
20400,36 months,6 years,RENT,69996,Verified,088xx,NJ,0,0,11,0,7795,21.40%,23,Fully Paid
2500,60 months,10+ years,MORTGAGE,44000,Not Verified,452xx,OH,0,0,9,0,26937,32.70%,20,Fully Paid
12000,60 months,7 years,MORTGAGE,68400,Verified,925xx,CA,0,2,7,1,2853,23.80%,17,Fully Paid
8000,36 months,n/a,MORTGAGE,108000,Verified,971xx,OR,0,0,9,0,3582,7.60%,27,Fully Paid
12000,36 months,2 years,RENT,48000,Source Verified,088xx,NJ,1,0,7,0,3620,38.10%,10,Fully Paid
6000,60 months,8 years,RENT,49000,Not Verified,945xx,CA,0,0,7,0,4806,52.80%,20,Fully Paid
4400,36 months,10+ years,RENT,95459,Not Verified,322xx,FL,0,3,14,0,6592,24.60%,51,Fully Paid
2000,36 months,7 years,OWN,42900,Not Verified,634xx,MO,0,1,4,0,595,9%,11,Fully Paid
10000,36 months,3 years,RENT,68000,Not Verified,286xx,NC,0,1,9,0,8257,86.90%,24,Fully Paid
8000,36 months,< 1 year,RENT,125000,Verified,201xx,VA,0,0,10,0,22605,89.70%,23,Fully Paid
8500,60 months,3 years,MORTGAGE,38000,Source Verified,284xx,NC,0,1,5,0,8938,51.10%,28,Fully Paid
9600,36 months,1 year,MORTGAGE,65000,Not Verified,601xx,IL,0,1,6,0,1203,8.90%,14,Fully Paid
25000,36 months,9 years,RENT,78000,Verified,292xx,SC,0,1,10,0,18228,44.70%,22,Fully Paid
4000,36 months,4 years,RENT,36000,Not Verified,325xx,FL,0,1,6,1,2634,67.50%,9,Fully Paid
25000,60 months,10+ years,MORTGAGE,104004,Verified,236xx,VA,1,0,12,0,25042,49.70%,32,Fully Paid
7000,36 months,8 years,RENT,42000,Source Verified,070xx,NJ,0,2,11,0,6840,35.10%,34,Fully Paid
10000,36 months,1 year,MORTGAGE,60000,Source Verified,935xx,CA,0,0,8,0,2946,13.40%,22,Fully Paid
5500,36 months,6 years,MORTGAGE,48000,Verified,906xx,CA,0,3,9,0,26592,58.20%,39,Charged Off
11800,36 months,3 years,RENT,40000,Verified,945xx,CA,0,0,13,0,13686,31.10%,22,Fully Paid
2500,36 months,10+ years,MORTGAGE,70800,Not Verified,891xx,NV,0,0,5,0,14516,95.50%,39,Charged Off
14500,36 months,6 years,MORTGAGE,52828,Verified,333xx,FL,0,0,14,0,9055,64.70%,28,Fully Paid
6500,36 months,10+ years,MORTGAGE,48000,Not Verified,452xx,OH,0,0,5,0,10229,46.90%,24,Fully Paid
1000,36 months,n/a,RENT,43200,Not Verified,864xx,AZ,0,0,7,0,2101,72.40%,9,Fully Paid
6000,36 months,10+ years,OWN,84000,Verified,786xx,TX,0,0,8,0,7685,25.40%,16,Fully Paid
8500,36 months,5 years,RENT,75000,Verified,031xx,NH,0,0,9,0,5597,21.40%,32,Charged Off
25000,36 months,7 years,MORTGAGE,72444,Verified,600xx,IL,0,0,12,0,0,0%,29,Fully Paid
8800,36 months,3 years,RENT,65000,Source Verified,334xx,FL,0,2,10,0,1312,6.20%,29,Fully Paid
15000,36 months,10+ years,RENT,45000,Source Verified,950xx,CA,0,0,6,0,12982,81.10%,16,Fully Paid
12000,36 months,< 1 year,RENT,85000,Source Verified,100xx,NY,0,0,6,0,14868,77.80%,8,Fully Paid
16750,36 months,6 years,MORTGAGE,51000,Verified,986xx,WA,1,2,10,1,8741,79%,23,Fully Paid
10000,36 months,3 years,RENT,46000,Verified,155xx,PA,0,2,24,0,13401,40.70%,37,Fully Paid
8000,36 months,3 years,MORTGAGE,72000,Not Verified,109xx,NY,0,0,10,0,0,0%,17,Fully Paid
6000,36 months,n/a,MORTGAGE,36000,Verified,486xx,MI,2,4,6,0,74,9.20%,21,Fully Paid
2375,36 months,n/a,RENT,9600,Source Verified,954xx,CA,0,0,3,0,5928,69.70%,8,Charged Off
17000,60 months,< 1 year,RENT,42000,Source Verified,980xx,WA,0,0,5,0,9053,48.20%,18,Charged Off
10000,36 months,2 years,MORTGAGE,45000,Not Verified,856xx,AZ,0,2,10,1,9866,42.20%,25,Fully Paid
3800,36 months,2 years,RENT,13200,Source Verified,600xx,IL,0,1,10,0,10004,28.70%,24,Charged Off
20000,60 months,9 years,RENT,84000,Verified,331xx,FL,0,2,8,0,20004,93.50%,26,Fully Paid
25000,60 months,8 years,RENT,70000,Verified,402xx,KY,0,1,11,0,19617,27.90%,22,Charged Off
14125,60 months,3 years,MORTGAGE,52000,Verified,805xx,CO,0,0,10,0,30413,74.90%,22,Charged Off
17000,36 months,5 years,RENT,42000,Source Verified,113xx,NY,0,0,8,0,16949,32.70%,17,Fully Paid
12000,60 months,< 1 year,RENT,85000,Verified,941xx,CA,0,4,6,0,0,0%,10,Fully Paid
19200,60 months,10+ years,RENT,102000,Verified,945xx,CA,0,0,9,0,24238,91.10%,25,Fully Paid
3500,36 months,10+ years,MORTGAGE,75996,Not Verified,913xx,CA,0,0,12,0,41602,77.20%,26,Fully Paid
7000,36 months,8 years,RENT,70356,Not Verified,112xx,NY,0,0,8,0,11350,80.50%,23,Fully Paid
2000,36 months,3 years,RENT,43200,Not Verified,641xx,MO,0,0,6,0,6304,97%,15,Charged Off
4500,36 months,< 1 year,RENT,35004,Verified,082xx,NJ,0,0,3,0,7987,85.90%,16,Fully Paid
7200,36 months,10+ years,MORTGAGE,84000,Verified,104xx,NY,0,2,13,0,14206,45.60%,33,Fully Paid
12800,36 months,2 years,MORTGAGE,76800,Verified,890xx,NV,0,0,6,0,15633,61.80%,27,Fully Paid
6000,60 months,3 years,RENT,28632,Source Verified,982xx,WA,0,0,6,0,4731,78.80%,7,Fully Paid
16000,60 months,4 years,RENT,48000,Source Verified,907xx,CA,0,1,10,0,14901,95.50%,16,Fully Paid
25000,36 months,10+ years,MORTGAGE,125000,Verified,121xx,NY,0,2,9,0,13662,63%,46,Fully Paid
1500,36 months,4 years,RENT,28452,Verified,334xx,FL,0,1,11,0,0,0%,20,Fully Paid
7200,36 months,10+ years,MORTGAGE,60000,Verified,145xx,NY,0,1,20,0,10825,23.30%,41,Fully Paid
3600,60 months,5 years,MORTGAGE,70800,Not Verified,773xx,TX,0,0,6,0,4461,39.80%,6,Fully Paid
17000,60 months,< 1 year,MORTGAGE,75000,Verified,306xx,GA,0,2,10,0,8065,21.20%,25,Fully Paid
6400,36 months,10+ years,MORTGAGE,103000,Verified,400xx,KY,0,1,10,0,9154,41.40%,37,Fully Paid
25000,36 months,< 1 year,MORTGAGE,232500,Verified,773xx,TX,0,3,16,0,30083,60.70%,35,Fully Paid
7000,60 months,10+ years,RENT,65000,Verified,906xx,CA,0,3,8,0,4316,22.10%,34,Fully Paid
10000,36 months,1 year,RENT,35000,Verified,442xx,OH,0,0,8,0,889,14.30%,14,Fully Paid
6500,36 months,< 1 year,MORTGAGE,80000,Verified,891xx,NV,0,2,5,0,7604,89.50%,20,Fully Paid
10250,60 months,2 years,RENT,27552,Verified,750xx,TX,0,0,5,0,3935,32.80%,10,Charged Off
1800,36 months,5 years,OWN,27996,Not Verified,565xx,MN,0,0,6,0,1851,8.60%,22,Fully Paid
1200,36 months,n/a,RENT,9600,Source Verified,947xx,CA,0,0,4,0,1472,32.70%,4,Fully Paid
7500,60 months,2 years,MORTGAGE,106000,Verified,208xx,MD,0,0,8,0,4049,41.30%,40,Fully Paid
5600,36 months,10+ years,MORTGAGE,80000,Source Verified,078xx,NJ,1,1,12,0,5028,47.80%,21,Fully Paid
5600,36 months,1 year,MORTGAGE,24000,Not Verified,453xx,OH,1,0,4,0,2370,30%,12,Fully Paid
5000,36 months,3 years,RENT,39996,Not Verified,921xx,CA,0,0,4,0,4682,29.60%,11,Fully Paid
13250,36 months,4 years,RENT,30000,Verified,958xx,CA,0,2,6,0,6481,81%,9,Fully Paid
4800,36 months,3 years,RENT,33600,Source Verified,074xx,NJ,0,0,6,0,9228,61.10%,16,Fully Paid
10050,60 months,< 1 year,MORTGAGE,39000,Source Verified,306xx,GA,0,1,7,0,10580,54.50%,21,Charged Off
18400,36 months,9 years,MORTGAGE,120000,Verified,088xx,NJ,0,0,11,0,8888,12.50%,19,Fully Paid
1800,60 months,< 1 year,RENT,24000,Not Verified,331xx,FL,0,0,9,0,3783,28.40%,33,Fully Paid
13550,60 months,10+ years,RENT,93000,Not Verified,297xx,SC,0,0,9,0,13750,94.20%,15,Fully Paid
6000,36 months,2 years,RENT,79000,Not Verified,100xx,NY,0,0,4,0,2896,19.40%,4,Fully Paid
10000,60 months,n/a,OWN,48000,Not Verified,480xx,MI,0,0,7,0,2669,5%,16,Fully Paid
25000,36 months,7 years,MORTGAGE,70000,Verified,787xx,TX,0,0,11,0,28893,66.10%,25,Fully Paid
25000,60 months,10+ years,RENT,100000,Verified,331xx,FL,0,0,9,0,34033,94.80%,17,Charged Off
12200,36 months,4 years,MORTGAGE,51600,Not Verified,841xx,UT,0,3,17,0,13374,64.60%,30,Fully Paid
20000,36 months,7 years,OWN,100000,Verified,945xx,CA,0,2,14,0,13740,31.10%,39,Fully Paid
7500,60 months,6 years,RENT,41600,Not Verified,284xx,NC,0,0,5,1,5478,96.10%,15,Fully Paid
7200,36 months,10+ years,RENT,40351.56,Verified,980xx,WA,0,0,6,1,2430,42.60%,9,Fully Paid
8000,36 months,1 year,RENT,70000,Source Verified,200xx,DC,0,0,3,0,8899,92.70%,6,Fully Paid
25000,60 months,10+ years,MORTGAGE,77508,Verified,283xx,NC,0,2,13,0,36778,57.20%,23,Fully Paid
15000,60 months,9 years,MORTGAGE,98400,Source Verified,810xx,CO,0,2,12,0,1305,3.90%,37,Fully Paid
9975,60 months,1 year,RENT,30996,Verified,191xx,PA,0,4,3,0,240,3.10%,5,Fully Paid
5300,36 months,4 years,RENT,20160,Not Verified,211xx,MD,0,0,7,0,5275,42.20%,11,Fully Paid
8000,36 months,6 years,MORTGAGE,78000,Source Verified,325xx,FL,0,1,10,0,39613,80.30%,26,Fully Paid
12000,36 months,< 1 year,RENT,45000,Source Verified,100xx,NY,0,1,11,0,21021,37.20%,25,Fully Paid
9600,60 months,9 years,MORTGAGE,85000,Source Verified,130xx,NY,0,3,7,0,3966,56.70%,21,Charged Off
6000,36 months,1 year,RENT,72000,Not Verified,073xx,NJ,0,1,14,0,9010,74.50%,20,Fully Paid
12000,36 months,4 years,MORTGAGE,110000,Source Verified,761xx,TX,0,3,9,0,12249,59.20%,21,Fully Paid
15000,36 months,10+ years,RENT,75000,Source Verified,146xx,NY,0,1,7,0,8385,37.80%,36,Charged Off
19000,60 months,5 years,RENT,50000,Verified,333xx,FL,0,0,14,0,25537,77.30%,19,Charged Off
18000,60 months,9 years,MORTGAGE,129000,Source Verified,284xx,NC,1,3,12,0,18434,37.90%,27,Charged Off
20000,36 months,4 years,RENT,65000,Verified,100xx,NY,0,1,8,0,310,16.60%,16,Fully Paid
20000,60 months,5 years,MORTGAGE,71964,Verified,276xx,NC,0,0,5,0,70287,92.30%,11,Fully Paid
10000,36 months,3 years,MORTGAGE,137004,Not Verified,085xx,NJ,0,1,20,0,18623,28.80%,50,Fully Paid
12000,36 months,3 years,RENT,46000,Not Verified,998xx,AK,0,0,4,0,13994,76.50%,11,Fully Paid
6000,36 months,< 1 year,RENT,40000,Source Verified,554xx,MN,0,1,5,0,5116,21.30%,18,Fully Paid
25000,36 months,2 years,RENT,430000,Source Verified,981xx,WA,0,2,4,0,0,0%,16,Fully Paid
5375,36 months,< 1 year,OWN,28800,Not Verified,800xx,CO,1,1,6,0,1625,25.40%,12,Fully Paid
12000,36 months,10+ years,RENT,29435,Verified,895xx,NV,0,0,4,0,17702,55.70%,5,Fully Paid
5000,36 months,2 years,MORTGAGE,105000,Not Verified,856xx,AZ,0,1,7,0,4100,8.50%,20,Fully Paid
5000,36 months,10+ years,OWN,60000,Not Verified,270xx,NC,0,1,7,0,3872,32.80%,22,Fully Paid
15000,60 months,1 year,MORTGAGE,150000,Verified,531xx,WI,1,2,21,0,21585,40.60%,49,Fully Paid
25000,60 months,10+ years,OWN,65000,Verified,801xx,CO,0,1,5,0,64770,72.80%,7,Fully Paid
3000,36 months,3 years,MORTGAGE,80000,Not Verified,787xx,TX,0,0,6,0,8260,42.60%,22,Fully Paid
12000,36 months,2 years,RENT,64575,Not Verified,600xx,IL,0,1,13,0,3691,16.50%,25,Fully Paid
5000,36 months,6 years,RENT,44908,Not Verified,189xx,PA,0,0,8,1,2027,7.70%,15,Fully Paid
3000,60 months,4 years,RENT,28800,Source Verified,926xx,CA,0,0,4,0,538,35.90%,5,Fully Paid
6000,36 months,10+ years,OWN,28800,Source Verified,891xx,NV,0,1,5,0,1952,15.70%,7,Fully Paid
9625,36 months,10+ years,MORTGAGE,115731,Verified,206xx,MD,1,3,2,0,451,37.60%,39,Fully Paid
19200,60 months,7 years,MORTGAGE,83000,Source Verified,601xx,IL,0,1,9,0,10677,68%,18,Fully Paid
14000,36 months,2 years,RENT,82000,Verified,193xx,PA,0,0,6,0,2298,19.80%,21,Fully Paid
12000,36 months,10+ years,RENT,35400,Source Verified,930xx,CA,0,1,8,0,6424,30.80%,12,Fully Paid
2000,60 months,2 years,RENT,16992,Not Verified,258xx,WV,0,1,6,0,10255,69.30%,9,Fully Paid
13800,60 months,7 years,MORTGAGE,27600,Verified,811xx,CO,0,8,11,0,2415,5.60%,20,Fully Paid
8400,36 months,10+ years,MORTGAGE,62400,Source Verified,554xx,MN,2,1,2,0,14,2%,22,Charged Off
12000,60 months,3 years,OWN,24000,Verified,750xx,TX,0,0,16,1,1719,4.20%,25,Fully Paid
10000,36 months,10+ years,RENT,107500,Verified,210xx,MD,0,1,18,1,9650,30.50%,30,Fully Paid
4000,60 months,4 years,RENT,15600,Not Verified,953xx,CA,0,0,3,0,2735,94.30%,6,Fully Paid
5600,36 months,6 years,MORTGAGE,56000,Verified,335xx,FL,0,0,7,1,12941,87.40%,21,Fully Paid
6000,36 months,4 years,RENT,50000,Verified,126xx,NY,0,0,6,0,0,0%,14,Fully Paid
8000,36 months,4 years,OWN,40000,Source Verified,303xx,GA,0,1,10,0,1986,6.50%,16,Charged Off
6000,60 months,1 year,RENT,67500,Not Verified,750xx,TX,0,0,7,0,2725,9.70%,24,Fully Paid
7750,36 months,< 1 year,OWN,27000,Source Verified,142xx,NY,0,0,5,0,12031,81.80%,12,Fully Paid
24250,60 months,< 1 year,MORTGAGE,54000,Verified,327xx,FL,0,0,7,0,3443,14.20%,22,Charged Off
8000,36 months,6 years,RENT,43000,Not Verified,181xx,PA,0,0,6,0,7627,74%,25,Fully Paid
10000,36 months,7 years,RENT,84000,Verified,926xx,CA,1,2,8,0,292,2.20%,10,Charged Off
6800,36 months,< 1 year,MORTGAGE,77604,Verified,114xx,NY,1,2,11,0,12973,67.20%,40,Fully Paid
25000,60 months,4 years,OWN,60000,Source Verified,121xx,NY,0,0,11,0,5675,65.20%,19,Charged Off
14000,36 months,2 years,RENT,120000,Source Verified,945xx,CA,0,0,5,0,22114,88.10%,16,Fully Paid
16000,36 months,4 years,MORTGAGE,172000,Verified,770xx,TX,0,0,16,0,0,0%,29,Fully Paid
18000,36 months,10+ years,MORTGAGE,115000,Not Verified,740xx,OK,0,0,8,0,22435,58.30%,15,Fully Paid
13475,60 months,4 years,MORTGAGE,41529.6,Not Verified,750xx,TX,1,0,8,0,12037,57%,15,Fully Paid
2500,36 months,2 years,MORTGAGE,39996,Source Verified,923xx,CA,0,0,9,0,5912,28.30%,27,Fully Paid
2400,60 months,< 1 year,RENT,21000,Source Verified,657xx,MO,0,0,3,0,904,82.20%,3,Fully Paid
4000,36 months,2 years,RENT,22000,Source Verified,366xx,AL,0,1,7,0,4061,25.70%,14,Fully Paid
2300,36 months,4 years,RENT,68000,Verified,331xx,FL,0,2,9,0,5008,32.30%,15,Charged Off
9000,60 months,< 1 year,RENT,60000,Verified,191xx,PA,0,0,5,0,10142,58%,10,Fully Paid
